Start,Finish,Conflict,Victorious party,Defeated party
1979,1979,Sino-Vietnamese War,China,Vietnam
1979,1990,Sino-Vietnamese conflicts 1979–90,China,Vietnam
1979,1982,Islamist uprising in Syria,Syria,Muslim Brotherhood of Syria
1979,1983,1979 Kurdish rebellion in Iran,Iran,Democratic Party of Iranian Kurdistan
1979,1988,"Iraqi Partisan movement, 1979–88",Iraq,Iraqi Communist Party
1979,1989,Soviet war in Afghanistan,"Soviet Union, Democratic Republic of Afghanistan","Peshawar Seven, Tehran Eight, Afghanistan Mujahedin Freedom Fighters Front"
1979,1992,Salvadoran Civil War,Armed Forces of El Salvador,"FMLN, Fuerzas Armadas de la Resistencia Nacional"
1980,1980,Gwangju Uprising,South Korea,Gwangju
1980,1980,Nojeh coup plot,Iran,
1980,Ongoing,Internal conflict in Peru,"Peru, Ronda Campesina","Shining Path, Túpac Amaru Revolutionary Movement"
1980,1988,Iran–Iraq War,"Iraq, People's Mujahedin of Iran",Iran
1980,1981,Eritrean Civil Wars,Eritrean People's Liberation Front,Eritrean Liberation Front
1980,Ongoing,Maoist insurgency in Turkey,Turkey,"Communist Party of Turkey/Marxist–Leninist, Maoist Communist Party (Turkey), Communist Party of Turkey/Marxist–Leninist (Maoist Party Centre)"
1981,1981,Paquisha War,Peru,Ecuador
1981,1981,Dawda Jawara,"The Gambia, Senegal",National Revolutionary Council (Gambia) (page does not exist)
1981,1981,1981 Entumbane Uprising,Zimbabwe,"Zimbabwe African People's Union, Zimbabwe People's Revolutionary Army"
1981,1986,Ugandan Bush War,National Resistance Army,Uganda National Liberation Army
1982,Ongoing,Casamance conflict,"Senegal, The Gambia, Guinea-Bissau","Casamance, Movement of Democratic Forces of Casamance"
1982,1982,Falklands War,United Kingdom,Argentina
1982,1982,1982 Amol uprising,Iran,Union of Iranian Communists (Sarbedaran)
1982,1982,Ndogboyosoi War,Sierra Leone,Sierra Leone People's Party
1982,2000,1982 Lebanon War,"Israel, Lebanon, South Lebanon Army, Lebanon, Lebanese Front","Palestine Liberation Organization, Syria, Syria, Hezbollah, Lebanon, Lebanese National Resistance Front, Amal Movement"
1982,1982,1982 Ethiopian–Somali Border War,Somalia,"Ethiopia, Somali Salvation Democratic Front"
1983,1983,Invasion of Grenada,"United States, Antigua and Barbuda, Barbados, Dominica, Jamaica, Saint Lucia, Saint Vincent and the Grenadines","Grenada, Cuba"
1983,2009,Sri Lankan Civil War,"Sri Lanka, Indian Peace Keeping Force",Liberation Tigers of Tamil Eelam
1983,2005,Second Sudanese Civil War,"Sudan People's Liberation Army, SPLA-Nasir, South Sudan Liberation Movement, Anyanya, Eastern Front (Sudan)","Sudan, South Sudan Defence Forces, Janjaweed, Lord's Resistance Army"
1983,1985,Kurdish rebellion of 1983,Ba'athist Iraq,"Kurdistan Democratic Party, Kurdistan Democratic Party, Patriotic Union of Kurdistan, Patriotic Union of Kurdistan"
1984,1987,Siachen conflict,India,Pakistan
1984,1995,Insurgency in Punjab,India,Dal Khalsa (International)
1985,1985,Agacher Strip War,Mali,Burkina Faso
1986,1986,South Yemen Civil War,"People's Democratic Republic of Yemen, Abdul Fattah Ismail","People's Democratic Republic of Yemen, Ali Nasir Muhammad"
1986,1992,Suriname Guerrilla War,Suriname,Junglecommando
1986,1989,Tucayana Amazonas Insurgency (page does not exist),Suriname,Tucayana Amazonas (page does not exist)
1987,1991,Singing Revolution,,
1987,1988,Thai–Laotian Border War,"Laos, Vietnam",Thailand
1987,1989,1987–89 JVP insurrection,Sri Lanka,Janatha Vimukthi Peramuna
1987,Ongoing,Lord's Resistance Army insurgency,"Uganda, South Sudan, Democratic Republic of the Congo, United Nations, United Nations Mission in the Democratic Republic of Congo, Central African Republic",Lord's Resistance Army
1988,1998,Bougainville Civil War,"Autonomous Region of Bougainville, Bougainville Revolutionary Army",Papua New Guinea
1988,1994,Nagorno-Karabakh War,"Nagorno-Karabakh Republic, Armenia",Azerbaijan
1989,1991,Mauritania–Senegal Border War,Mauritania,Senegal
1989,1990,United States invasion of Panama,United States,Panama
1989,1992,Civil war in Afghanistan (1989–92),Mujahideen,Democratic Republic of Afghanistan
1989,1989,Romanian Revolution of 1989,Romanian Army,"Socialist Republic of Romania, Securitate"
1989,1996,First Liberian Civil War,National Patriotic Front of Liberia,"Armed Forces of Liberia, United Liberation Movement of Liberia for Democracy, United Nations, Independent National Patriotic Front of Liberia"
1989,1996,KDPI insurgency (1989–96),"Iran, Government of Iran",Democratic Party of Iranian Kurdistan
1989,Ongoing,Insurgency in Jammu and Kashmir,India,"Harkat-ul-Jihad al-Islami, Lashkar-e-Taiba, Jaish-e-Mohammed, Hizbul Mujahideen, Harkat-ul-Mujahideen, Al-Badr (India), Jammu Kashmir Liberation Front"
1990,1991,Gulf War,"Kuwait, United States, United Kingdom, Saudi Arabia, France, Italy, Canada, Australia, Egypt, Syria, Qatar, Coalition of the Gulf War","Iraq, Ba'athist Iraq"
1990,Ongoing,DHKP/C insurgency in Turkey,Turkey,Revolutionary People's Liberation Party–Front
1990,1993,Rwandan Civil War,Rwandan Patriotic Front,"Rwanda, Rwandan Defence Forces, France, Zaire, Interahamwe, Impuzamugambi"
1990,1995,Tuareg rebellion (1990–95),"Mali, Niger, Ganda Iso","Arab Islamic Front of Azawad, Popular Movement for the Liberation of Azawad"
1990,1990,1990 Mindanao crisis,Philippines,Federal Republic of Mindanao
1991,1991,Ten-Day War,Slovenia,Socialist Federal Republic of Yugoslavia
1991,1992,1991–92 South Ossetia War,"South Ossetia, North Ossetia-Alania, Russia",Georgia (country)
1991,1994,Djiboutian Civil War,"Djibouti, France",Front for the Restoration of Unity and Democracy
1991,1995,Croatian War of Independence,"Croatia, Bosnia and Herzegovina","Republic of Serbian Krajina, SAO Krajina, Republic of Serbian Krajina, SAO Western Slavonia, Republic of Serbian Krajina, SAO Eastern Slavonia, Baranja and Western Syrmia, Socialist Federal Republic of Yugoslavia, Republic of Serbian Krajina, Republika Srpska"
1991,2002,Sierra Leone Civil War,"Sierra Leone, Sierra Leone, Kamajors, South Africa, Nigeria, Economic Community of West African States Monitoring Group, United Kingdom","Revolutionary United Front, Armed Forces Revolutionary Council, West Side Boys, Liberia"
1991,2002,Algerian Civil War,"Algeria, France",Armed Islamic Group
1991,Ongoing,Somali Civil War,"Puntland, Somali Salvation Democratic Front, Somaliland, Somali National Movement, Somali Patriot Movement, United Somali Congress, United Nations, United Nations Operation in Somalia I, Unified Task Force, United Nations Operation in Somalia II, Somalia, Transitional Federal Government, Ethiopia, African Union Mission to Somalia, Somalia, Alliance for the Restoration of Peace and Counter-Terrorism, Ahlu Sunna Waljama'a, Somalia, Federal Government of Somalia, African Union Mission to Somalia, United States","Somalia, Somali Democratic Republic, Somali National Army, Somali National Front, United Somali Congress, Islamic Courts Union, Oromo Liberation Front, Alliance for the Re-liberation of Somalia, Al-Shabaab (militant group), Ras Kamboni Brigades, Jabhatul Islamiya, Muaskar Anole, Al-Qaeda, Al-Shabaab (militant group), Mujahideen, Hizbul Islam, ISIS"
1991,1993,Georgian Civil War,"Georgia (country), Georgia (country), Russia","Georgia (country), Zviadists, National Guard of Georgia"
1991,1991,1991 uprisings in Iraq,"Iraq, Ba'athist Iraq",Iraqi Kurdistan
1992,1992,East Prigorodny Conflict,"North Ossetia-Alania, North Ossetia–Alania, North Ossetia-Alania, North Ossetia–Alania, South Ossetia, South Ossetia, Don Cossacks, Russia, Terek Cossacks, Russia, Armed Forces of the Russian Federation",Ingush people
1992,1996,Civil war in Afghanistan (1992–96),"Afghanistan, Taliban, Al Qaeda, Pakistan, Saudi Arabia, Hezbi Islami, Pakistan, Hezb-i Wahdat, Iran, Uzbekistan, Junbish-i Milli, Uzbekistan, Russia","Afghanistan, Unit Party, Jamiat-i Islami, Shura-i Nazar, Ittehad-i Islami, Harakat-i Islami, Hezbi Islami, Junbish-i Milli, Hezb-i Wahdat"
1992,1992,War of Transnistria,"Transnistria, Russia, Russia, 14th Army involvement in Transnistria, Ukraine, Don Cossacks","Moldova, Romania"
1992,1993,War in Abkhazia (1992–93),"Abkhazia, Russia, Confederation of Mountain Peoples of the Caucasus, Cossacks",Georgia (country)
1992,1995,Bosnian War,"Bosnia and Herzegovina, Croatia, NATO",Republika Srpska
1992,1994,Croat–Bosniak War,"Bosnia and Herzegovina, Croatian Defence Forces","Croatia, Herzeg Bosnia, Croatia"
1992,1997,Civil war in Tajikistan,"Tajikistan, Russia, Uzbekistan","Taliban, Afghanistan"
1993,2005,Burundian Civil War,"Burundi, Burundi, Military of Burundi, United Nations, United Nations Operation in Burundi, African Union Mission in Burundi","Hutu, National Council for the Defense of Democracy–Forces for the Defense of Democracy, National Forces of Liberation, Tutsi"
1993,Ongoing,Ethnic conflict in Nagaland,"India, India, Nagaland, Myanmar, Burma, Sagaing Region","Chin Kuki Revolutionary Front (page does not exist), Kuki Defence Force (page does not exist), Kuki Independent Army (page does not exist), Kuki International Force (page does not exist), Kangleipak Kanba Kanglup (page does not exist), Kuki Liberation Army (page does not exist), Kuki National Front (page does not exist), National Socialist Council of Nagalim-Khaplang (page does not exist), National Socialist Council of Nagalim-Isak-Muivah (page does not exist), Rengma Naga Hills Protection Force (page does not exist), United Kukigam Defence Army (page does not exist), United Kuki Liberation Front (page does not exist), United Naga People’s Council (page does not exist)"
1993,1993,1993 Russian constitutional crisis,"Russia, President of Russia, Federal Protective Service (Russia), Russian Ministry of Internal Affairs, Ministry of Defence of the Russian Federation, 4th Guards Kantemirovskaya Tank Division, 2nd Guards Tamanskaya Motor Rifle Division, FAPSI, Alpha Group, Vympel","Russia, Supreme Soviet of Russia, Russia, Congress of People's Deputies of Russia, Russia, Vice President of Russia, Russia, Russian Empire, Soviet Union, Russia"
1994,1997,Iraqi Kurdish Civil War,"Patriotic Union of Kurdistan, Iraqi National Congress, Kurdistan Workers Party, Kurdistan Conservative Party, Iran, SCIRI, United States, United States","Kurdistan Democratic Party, Iraq, Ba'athist Iraq, Turkey, Kurdish Democratic Party of Iran, Iran"
1994,Ongoing,Armenian-Azerbaijani border conflict,"Nagorno-Karabakh Republic, Armenia, Russia","Azerbaijan, Turkey"
1994,Ongoing,Chiapas conflict,Mexico,Zapatista Army of National Liberation
1994,1994,Zapatista uprising,"Mexico, Mexico",Zapatista Army of National Liberation
1994,1994,Bophuthatswana conflict (1994),"Bophuthatswana, Afrikaner Volksfront, Afrikaner Weerstandsbeweging","Bophuthatswana, South African Defence Force"
1994,1994,1994 civil war in Yemen,Yemen,"People's Democratic Republic of Yemen, Democratic Republic of Yemen"
1994,1996,First Chechen War,Chechen Republic of Ichkeria,Russia
1994,1999,Caprivi conflict,Namibia,Caprivi Liberation Army
1995,1995,Cenepa War,Peru,Ecuador
1995,Ongoing,Insurgency in Ogaden,Ethiopia,Ogaden National Liberation Front
1995,Ongoing,Second Afar Insurgency,"Ethiopia, Red Sea Afar Democratic Organisation, Democratic Movement for the Liberation of the Eritrean Kunama, Eritrean People's Liberation Front, Eritrean National Salvation Front, Democratic Front for Eritrean Unity","Eritrea, Afar Revolutionary Democratic Unity Front"
1995,1995,Hanish Islands conflict,Eritrea,Yemen
1996,Ongoing,ADF insurgency,"Uganda, Democratic Republic of the Congo","Allied Democratic Forces, National Army for the Liberation of Uganda"
1996,2006,Nepalese Civil War,"Unified Communist Party of Nepal (Maoist), China, Indonesia","Nepal, Kingdom of Nepal, Politics of Nepal, United States, India, United Kingdom, France, Portugal, European Union"
1996,2001,Civil war in Afghanistan (1996–2001),"Afghanistan, Islamic State of Afghanistan, September 11, 2001, United States, United Kingdom, Canada, Australia, Iran, India","Taliban, Islamic Emirate of Afghanistan, Al-Qaeda, Pakistan"
1996,1997,First Congo War,"Democratic Republic of the Congo, Alliance of Democratic Forces for the Liberation of Congo, Uganda, Rwanda, Burundi, Angola","Zaire, UNITA, Rwanda, Army for the Liberation of Rwanda, Interahamwe"
1997,1997,Albanian Rebellion of 1997,"Albania, Germany, Italy",Albania
1997,1999,Republic of the Congo Civil War (1997-99),"Republic of the Congo, Denis Sassou Nguesso, Hutu, Angola","Republic of the Congo, Pascal Lissouba, Ninja (militia)"
1997,1997,1997 clashes in Cambodia,"Cambodia, Hun Sen, Cambodian People's Party, Vietnam","Cambodia, Norodom Ranariddh, FUNCINPEC, Cambodia, Khmer Rouge"
1998,1998,War in Abkhazia (1998),Abkhazia,"Georgia (country), White Legion, Georgia (country), Forest Brothers (Georgia)"
1998,1999,Kosovo War,"NATO, Albania, Albania, AFRK, Kosovo Liberation Army",Federal Republic of Yugoslavia
1998,2000,Eritrean–Ethiopian War,Ethiopia,Eritrea
1998,2003,Second Congo War,"Democratic Republic of the Congo, Namibia, Zimbabwe, Angola, Chad, Lord's Resistance Army, Sudan, Allied Democratic Forces, Uganda National Rescue Front, Nationalist and Integrationist Front, Democratic Forces for the Liberation of Rwanda, Mai-Mai, Interahamwe, Republican Rally for Democracy in Rwanda, Army for the Liberation of Rwanda, Hutu, National Council for the Defense of Democracy–Forces for the Defense of Democracy, National Liberation Front (Burundi)","Rally for Congolese Democracy, Rally for Congolese Democracy–Goma, Banyamulenge, Movement for the Liberation of Congo, Forces for Renewal, Union of Congolese Patriots, Tutsi, UNITA"
1998,1999,Guinea-Bissau Civil War,"Guinea-Bissau, Rebellion, Ansumane Mané","Guinea-Bissau, Senegal, Guinea"
1998,Ongoing,Al-Qaeda insurgency in Yemen,"Yemeni government, Yemen Army, Yemeni Republican Guard, Yemeni Air Force, Tribe, Houthis, United States, Saudi Arabia, Iran, Morocco, Jordan","Al-Qaeda in the Arabian Peninsula, Ansar al-Sharia, Al-Qaeda in the Arabian Peninsula, Aden-Abyan Islamic Army, Islamic Jihad of Yemen, Al-Shabaab (militant group)"
1999,1999,Kargil War,India,Pakistan
1999,2000,1999 East Timorese crisis,"East Timor, Australia, United Nations","East Timor, Pro-Indonesia militia, Indonesia"
1999,2001,Insurgency in the Preševo Valley,Federal Republic of Yugoslavia,"Liberation Army of Preševo, Medveđa and Bujanovac"
1999,2002,Maluku sectarian conflict,,
1999,2003,Second Liberian Civil War,"Liberians United for Reconciliation and Democracy, Movement for Democracy in Liberia",Liberia
1999,2007,Ituri conflict,"Hema (ethnicity), Union of Congolese Patriots, RCD-Kisangani, Uganda, Democratic Republic of the Congo, United Nations, United Nations Mission in the Democratic Republic of Congo, European Union, Operation Artemis","Lendu, Nationalist and Integrationist Front, Front for Patriotic Resistance in Ituri, Popular Front for Justice in Congo, Mai-Mai"
1999,1999,War of Dagestan,Russia,IIPB
1999,2009,Second Chechen War,"Russia, Chechnya, Republic of Chechnya","Chechen Republic of Ichkeria, Caucasian Front (Chechen War), Arab Mujahideen in Chechnya"
2000,2000,Six-Day War (2000),Rwanda,Uganda
2000,2005,Second Intifada,Israel,"Hamas, Izz ad-Din al-Qassam Brigades, Palestinian National Authority, Fatah, Al-Aqsa Martyrs' Brigades, Tanzim, Popular Front for the Liberation of Palestine, Abu Ali Mustapha Brigades, Democratic Front for the Liberation of Palestine, Popular Resistance Committees, Palestinian Islamic Jihad, Al-Quds Brigades, Palestinian political violence, Ba'athist Iraq"
